numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,1,20.0,0.10477439093171807,true,5.0,0.9851829017376103
20,0.75,12,9,1,1,20.0,0.10477439093171807,true,2.0,0.9814672421591671
20,0.75,12,9,1,1,20.0,0.10477439093171807,true,0.0,0.9778314724463572
20,0.75,12,9,1,4,20.0,0.10477439093171807,true,4.0,0.9835439764156058
20,0.75,12,9,1,4,20.0,0.10477439093171807,true,5.0,0.9854361568614453
20,0.75,12,9,1,4,20.0,0.10477439093171807,true,2.0,0.9816160607759243
20,0.75,12,9,1,4,20.0,0.10477439093171807,true,0.0,0.9782154193581603
20,0.75,12,9,1,16,0.0,0.11492533740907598,true,4.0,0.983063196081828
20,0.75,12,9,1,16,0.0,0.11492533740907598,true,5.0,0.9875804969037314
20,0.75,12,9,1,16,0.0,0.11492533740907598,true,2.0,0.9803201908528228
20,0.75,12,9,1,16,0.0,0.11492533740907598,true,0.0,0.9792527124257842
20,0.75,12,9,1,1,0.0,0.11492533740907598,true,4.0,0.9782614169657519
20,0.75,12,9,1,1,0.0,0.11492533740907598,true,5.0,0.9806807131237366
20,0.75,12,9,1,1,0.0,0.11492533740907598,true,2.0,0.9758552890853811
